Transaction_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_Category,Product_SubCategory,Product_Name,Cost_Price,Selling_Price,Quantity,Discount
TXN-ECDAD3A0,2023-07-21,CUST-2734,Consumer,Latin America,Argentina,Office Supplies,Binders,Binders Model 158,391.51,543.86,7,0.05
TXN-B0B65B26,2022-02-16,CUST-3676,Consumer,Asia Pacific,India,Clothing,Men,Men Model 723,28.79,38.62,8,0.05
TXN-6E62F973,2022-02-24,CUST-3256,Corporate,North America,Canada,Furniture,Tables,Tables Model 765,330.3,479.23,6,0.15
TXN-A47FB30E,2023-11-01,CUST-1683,Consumer,Europe,UK,Furniture,Furnishings,Furnishings Model 786,69.36,96.33,2,0.0
TXN-C5A7C1A5,2023-11-16,CUST-2327,Corporate,North America,Canada,Electronics,Smartphones,Smartphones Model 482,166.76,191.83,1,0.0
TXN-6811F452,2022-06-19,CUST-1716,Home Office,North America,Mexico,Electronics,Smartphones,Smartphones Model 873,356.67,499.81,10,0.0
TXN-A1C59602,2023-12-20,CUST-1004,Corporate,North America,Canada,Office Supplies,Envelopes,Envelopes Model 634,354.69,509.92,8,0.05
TXN-CCC74FDC,2022-01-11,CUST-3649,Consumer,Latin America,Brazil,Furniture,Chairs,Chairs Model 139,307.19,416.77,6,0.1
TXN-D56E6C32,2023-11-06,CUST-1995,Consumer,Latin America,Chile,Office Supplies,Paper,Paper Model 546,325.89,359.4,2,0.05
TXN-4B4D4A81,2022-08-09,CUST-3264,Consumer,Latin America,Brazil,Furniture,Bookcases,Bookcases Model 398,471.93,546.15,2,0.2
TXN-0230B55E,2022-10-31,CUST-2867,Consumer,Asia Pacific,Australia,Clothing,Shoes,Shoes Model 762,255.29,310.67,5,0.0
TXN-8FED96A5,2022-11-21,CUST-1925,Corporate,Latin America,Argentina,Electronics,Laptops,Laptops Model 867,73.83,108.68,2,0.15
TXN-0AD419D9,2023-12-30,CUST-4052,Consumer,Europe,France,Office Supplies,Binders,Binders Model 236,140.17,155.45,7,0.2
TXN-DC1FFD0B,2023-11-10,CUST-3684,Consumer,Asia Pacific,Australia,Clothing,Kids,Kids Model 854,432.17,598.82,9,0.0
TXN-5EC9B925,2023-01-11,CUST-1312,Corporate,Latin America,Argentina,Furniture,Bookcases,Bookcases Model 949,30.0,40.72,9,0.0
TXN-F61D0176,2023-06-11,CUST-2137,Consumer,Latin America,Chile,Clothing,Women,Women Model 464,200.27,267.25,7,0.0
TXN-29CCADE4,2022-05-12,CUST-1378,Home Office,North America,Mexico,Clothing,Men,Men Model 824,256.04,371.89,10,0.05
TXN-28CB79B7,2022-11-09,CUST-1290,Corporate,Europe,Italy,Clothing,Women,Women Model 890,324.62,405.51,6,0.0
TXN-A1002E9D,2022-11-01,CUST-2173,Consumer,Europe,Germany,Office Supplies,Art,Art Model 606,329.2,440.66,5,0.0
TXN-378CEEE1,2022-11-09,CUST-2006,Home Office,North America,Mexico,Clothing,Women,Women Model 591,364.44,493.13,3,0.0
TXN-E6D83765,2022-05-01,CUST-2329,Corporate,North America,Canada,Clothing,Men,Men Model 330,232.0,266.04,2,0.0
TXN-9E1CA775,2022-06-05,CUST-1585,Corporate,North America,Canada,Clothing,Shoes,Shoes Model 319,336.99,481.04,3,0.1
TXN-389CCC14,2022-08-23,CUST-1247,Consumer,Latin America,Brazil,Clothing,Kids,Kids Model 175,320.07,430.93,8,0.2
TXN-0E84DF1A,2023-12-24,CUST-2504,Corporate,North America,Canada,Clothing,Kids,Kids Model 301,446.79,628.69,4,0.05
TXN-36330690,2023-12-18,CUST-3986,Corporate,Latin America,Chile,Clothing,Women,Women Model 160,340.76,469.86,5,0.0
TXN-053901EF,2022-06-15,CUST-1876,Consumer,Europe,UK,Furniture,Furnishings,Furnishings Model 631,38.97,$45.62,6,0.1
TXN-1FC32BB5,2022-12-09,CUST-3131,Corporate,Europe,Italy,Electronics,Tablets,Tablets Model 276,458.49,602.79,6,0.0
TXN-9144EAD0,2023-05-29,CUST-2539,Consumer,Latin America,Argentina,Clothing,Shoes,Shoes Model 676,35.43,52.89,9,0.05
TXN-D4E223B3,2023-04-17,CUST-1242,Consumer,Europe,UK,Furniture,Tables,Tables Model 560,10.78,13.84,1,0.0
TXN-D3A90401,2023-03-09,CUST-2502,Corporate,Latin America,Brazil,Electronics,Accessories,Accessories Model 909,41.01,51.97,8,0.0
TXN-630532B7,2023-09-17,CUST-1811,Consumer,Latin America,Argentina,Office Supplies,Art,Art Model 678,467.15,680.12,2,0.0
TXN-740BAC2B,2023-12-07,CUST-1981,Home Office,Europe,Spain,Office Supplies,Art,Art Model 824,310.49,357.31,4,0.0
TXN-9AA1D6D9,2022-04-22,CUST-1043,Home Office,Asia Pacific,India,Clothing,Shoes,Shoes Model 191,280.71,409.7,4,0.0
TXN-ACEE83CF,2023-08-10,CUST-2394,Corporate,Latin America,Argentina,Furniture,Tables,Tables Model 874,394.85,448.15,10,0.1
TXN-10E01CB6,2022-12-06,CUST-1336,Home Office,North America,Mexico,Office Supplies,Envelopes,Envelopes Model 181,96.4,$141.03,2,0.0
TXN-98487F3F,2022-09-17,CUST-2604,Home Office,Europe,Germany,Clothing,Shoes,Shoes Model 745,23.16,$29.91,4,0.0
TXN-030DE448,2023-12-04,CUST-4027,Home Office,Latin America,Argentina,Furniture,Chairs,Chairs Model 539,158.72,226.96,7,0.05
TXN-F9777E1C,2023-10-18,CUST-2377,Consumer,Latin America,Brazil,Office Supplies,Art,Art Model 955,116.33,142.24,10,0.05
TXN-05FAA97A,2022-06-26,CUST-1767,Consumer,North America,Canada,Furniture,Bookcases,Bookcases Model 923,253.87,293.06,3,0.2
TXN-90443C39,2023-10-31,CUST-4427,Home Office,Asia Pacific,China,Furniture,Furnishings,Furnishings Model 410,351.76,424.2,6,0.2
TXN-45B8E46F,2022-10-07,CUST-3262,Home Office,North America,Mexico,Clothing,Men,Men Model 455,483.0,664.29,2,0.15
TXN-68315F7C,2023-11-20,CUST-2540,Consumer,Asia Pacific,Australia,Office Supplies,Binders,Binders Model 540,82.71,$100.01,6,0.05
TXN-C888BDF5,2022-05-04,CUST-3375,Corporate,Latin America,Chile,Furniture,Tables,Tables Model 784,183.92,209.28,4,0.1
TXN-85901AC2,2022-12-27,CUST-4038,Consumer,Asia Pacific,India,Office Supplies,Paper,Paper Model 628,102.08,146.47,3,0.15
TXN-6388658F,2022-06-23,CUST-4142,Corporate,Latin America,Argentina,Electronics,Tablets,Tablets Model 496,313.59,383.04,7,0.0
TXN-8AC5BCD1,2022-08-01,CUST-1932,Consumer,Asia Pacific,Japan,Electronics,Tablets,Tablets Model 962,284.22,388.96,1,0.0
TXN-CF4BD9B5,2022-05-23,CUST-2129,Consumer,Asia Pacific,Australia,Clothing,Shoes,Shoes Model 876,435.19,518.28,5,0.1
TXN-C8D96284,2023-11-02,CUST-4383,Corporate,Europe,Germany,Office Supplies,Binders,Binders Model 358,417.16,554.39,8,0.0
TXN-32ECB30C,2023-12-02,CUST-2045,Consumer,Europe,Italy,Clothing,Men,Men Model 178,88.64,98.66,1,0.0
TXN-EA302DEE,2023-05-19,CUST-1945,Consumer,Latin America,Argentina,Electronics,Smartphones,Smartphones Model 748,18.62,21.77,8,0.0
TXN-2FEFBDE8,2022-12-05,CUST-4395,Corporate,Asia Pacific,China,Office Supplies,Envelopes,Envelopes Model 539,462.55,513.67,8,0.0
TXN-554EFEDC,2022-07-21,CUST-3371,Consumer,Asia Pacific,Japan,Office Supplies,Binders,Binders Model 966,161.91,$213.47,5,0.0
TXN-0C17D3B5,2023-11-27,CUST-2916,Consumer,North America,Canada,Electronics,Laptops,Laptops Model 194,127.07,153.4,6,0.15
TXN-73BAE027,2023-11-20,CUST-4167,Corporate,Latin America,Chile,Electronics,Smartphones,Smartphones Model 581,117.7,$138.43,5,0.0
TXN-3320A4F8,2023-07-19,CUST-4850,,Europe,UK,Furniture,Furnishings,Furnishings Model 501,47.9,70.73,7,0.1
TXN-B175EAA3,2022-09-28,CUST-3800,Corporate,North America,USA,Clothing,Kids,Kids Model 101,16.92,24.72,4,0.1
TXN-D5CAFE60,2023-09-09,CUST-4453,Consumer,Europe,Italy,Furniture,Chairs,Chairs Model 814,315.88,425.13,3,0.0
TXN-990A3FAB,2022-12-13,CUST-1413,Home Office,Asia Pacific,India,Electronics,Laptops,Laptops Model 598,206.76,284.16,8,0.0
TXN-8AE46AC3,2022-08-04,CUST-2775,Home Office,Asia Pacific,Australia,Electronics,Smartphones,Smartphones Model 352,345.7,392.47,1,0.0
TXN-C7C590AF,2022-08-11,CUST-1187,Consumer,North America,Canada,Furniture,Furnishings,Furnishings Model 289,166.82,210.16,3,0.2
TXN-1C9AB208,2023-12-30,CUST-4959,Corporate,Latin America,Argentina,Electronics,Tablets,Tablets Model 854,312.22,390.78,1,0.0
TXN-F43CDAFE,2022-06-19,CUST-2532,Corporate,Asia Pacific,China,Electronics,Tablets,Tablets Model 273,53.18,64.9,5,0.0
TXN-1598FDF3,2022-05-19,CUST-4521,Consumer,Asia Pacific,India,Clothing,Shoes,Shoes Model 634,,$292.6,7,0.2
TXN-0BEBF02D,2023-08-07,CUST-2080,Consumer,North America,USA,Furniture,Bookcases,Bookcases Model 231,101.22,130.13,1,0.0
TXN-7356CFC3,2022-04-25,CUST-2748,Corporate,Europe,France,Office Supplies,Art,Art Model 353,82.29,92.01,7,0.2
TXN-40F85A0D,2022-05-27,CUST-3185,Consumer,North America,USA,Office Supplies,Binders,Binders Model 379,33.92,50.34,4,0.0
TXN-D6DDE687,2023-08-31,CUST-4287,Corporate,North America,Canada,Furniture,Tables,Tables Model 440,416.54,$523.76,6,0.0
TXN-E81CF153,2023-01-28,CUST-3696,Consumer,North America,Canada,Office Supplies,Art,Art Model 380,190.98,285.93,3,0.2
TXN-CFCFF412,2023-06-14,CUST-2693,Corporate,Asia Pacific,Japan,Electronics,Accessories,Accessories Model 730,116.12,171.04,3,0.0
TXN-774CC083,2022-07-07,CUST-2798,Home Office,Europe,Germany,Clothing,Kids,Kids Model 971,,228.54,7,0.1
TXN-5F075014,2023-11-13,CUST-3395,Home Office,Asia Pacific,India,Clothing,Women,Women Model 797,172.48,233.56,2,0.1
TXN-B7AF2FC8,2023-07-13,CUST-1937,Consumer,Asia Pacific,Australia,Furniture,Chairs,Chairs Model 501,217.0,322.41,8,0.0
TXN-08A99D44,2023-09-06,CUST-3508,Consumer,North America,USA,Electronics,Tablets,Tablets Model 209,67.04,93.75,6,0.1
TXN-3AC78F33,2022-01-10,CUST-2057,Consumer,Latin America,Brazil,Office Supplies,Art,Art Model 303,270.16,308.27,10,0.2
TXN-DDEDB84D,2023-08-07,CUST-4241,,North America,Mexico,Clothing,Women,Women Model 256,423.81,572.59,4,0.0
TXN-DE1E4812,2023-12-13,CUST-2609,Consumer,Asia Pacific,China,Office Supplies,Binders,Binders Model 772,242.37,327.82,5,0.1
TXN-0C9DBA33,2022-04-27,CUST-4183,Home Office,Europe,Spain,Office Supplies,Art,Art Model 609,189.75,262.39,10,0.0
TXN-AE2B43CD,2022-03-20,CUST-1899,Corporate,North America,Canada,Furniture,Tables,Tables Model 355,43.8,54.31,6,0.0
TXN-8313E806,2022-12-19,CUST-4705,Consumer,Asia Pacific,India,Clothing,Kids,Kids Model 591,233.07,332.19,2,0.0
TXN-4571B6FB,2022-12-15,CUST-3318,Consumer,Latin America,Brazil,Electronics,Smartphones,Smartphones Model 843,471.18,696.13,8,0.1
TXN-9B9F5DEA,2023-01-30,CUST-1695,Home Office,Asia Pacific,China,Clothing,Shoes,Shoes Model 688,81.8,102.62,2,0.0
TXN-0E5CF9F3,2023-03-26,CUST-4219,Consumer,Latin America,Brazil,Clothing,Men,Men Model 750,400.25,476.56,3,0.0
TXN-7BF39EE2,2023-07-03,CUST-3933,Consumer,North America,Canada,Furniture,Bookcases,Bookcases Model 725,139.59,176.77,10,0.2
TXN-4E68C64D,2023-03-17,CUST-2354,Corporate,North America,Canada,Electronics,Accessories,Accessories Model 780,364.17,420.89,3,0.0
TXN-3F9B6362,2022-11-22,CUST-2010,Consumer,Europe,Spain,Office Supplies,Art,Art Model 875,353.55,450.53,8,0.1
TXN-9E47AF7E,2022-11-19,CUST-3529,Home Office,North America,Canada,Clothing,Women,Women Model 804,166.93,245.95,8,0.05
TXN-9B0398C1,2022-10-26,CUST-3798,Home Office,Latin America,Argentina,Clothing,Men,Men Model 534,90.27,129.01,1,0.1
TXN-8EE12BA0,2022-10-31,CUST-2890,Consumer,North America,Mexico,Office Supplies,Envelopes,Envelopes Model 646,164.32,$217.17,9,0.0
TXN-6712D8EC,2023-08-15,CUST-2125,Corporate,North America,Mexico,Clothing,Men,Men Model 849,427.82,516.55,6,0.0
TXN-E6AAAEED,2022-11-18,CUST-1674,Home Office,Latin America,Argentina,Clothing,Women,Women Model 500,451.78,532.21,2,0.2
TXN-CCC3FF8A,2023-04-12,CUST-2007,Corporate,Latin America,Chile,Clothing,Women,Women Model 495,82.2,113.41,2,0.05
TXN-D15B9E7F,2022-05-02,CUST-3755,Corporate,Europe,Spain,Electronics,Tablets,Tablets Model 468,267.25,377.21,2,0.1
TXN-21905CE5,2022-03-30,CUST-3707,Home Office,Asia Pacific,Japan,Office Supplies,Envelopes,Envelopes Model 162,217.35,265.82,8,0.0
TXN-69C3BF08,2023-12-25,CUST-3147,Corporate,Europe,Spain,Clothing,Kids,Kids Model 662,139.9,188.79,1,0.0
TXN-2A13D4E8,2022-07-02,CUST-4101,Corporate,Asia Pacific,India,Furniture,Bookcases,Bookcases Model 996,163.54,240.28,4,0.2
TXN-C8010154,2022-08-08,CUST-1381,Consumer,Europe,France,Office Supplies,Paper,Paper Model 996,62.27,$69.15,4,0.0
TXN-4E5D1B1D,2023-03-05,CUST-3954,Corporate,Latin America,Brazil,Office Supplies,Art,Art Model 551,201.83,251.16,8,0.0
TXN-B0008540,2023-11-11,CUST-4982,Consumer,Europe,France,Furniture,Bookcases,Bookcases Model 671,228.29,297.39,9,0.05
TXN-0F5933F2,2022-10-31,CUST-3646,Home Office,North America,Mexico,Furniture,Chairs,Chairs Model 323,230.97,302.34,5,0.1
TXN-9E90094D,2023-01-14,CUST-1194,Corporate,Asia Pacific,Australia,Office Supplies,Paper,Paper Model 401,50.6,59.61,6,0.15
TXN-8BB079C7,2022-11-13,CUST-1290,Consumer,Latin America,Argentina,Furniture,Tables,Tables Model 887,33.34,40.23,10,0.0
TXN-5475969D,2022-10-26,CUST-4438,Corporate,Latin America,Argentina,Office Supplies,Binders,Binders Model 566,105.5,135.19,5,0.0
TXN-66EC1878,2023-08-01,CUST-4586,Consumer,Latin America,Chile,Furniture,Bookcases,Bookcases Model 199,471.57,$675.16,4,0.15
TXN-9AAF942D,2023-02-15,CUST-4852,Corporate,Europe,France,Office Supplies,Binders,Binders Model 629,83.55,122.93,4,0.0
TXN-D136FA73,2022-04-06,CUST-3048,Corporate,Europe,Spain,Electronics,Tablets,Tablets Model 154,412.02,584.88,9,0.15
TXN-98F51F71,2022-12-27,CUST-2076,Corporate,North America,Canada,Clothing,Shoes,Shoes Model 204,104.85,123.65,6,0.0
TXN-A85EA713,2023-09-14,CUST-4050,Corporate,North America,Canada,Furniture,Bookcases,Bookcases Model 987,192.83,272.91,6,0.2
TXN-3EA12D6D,2022-03-12,CUST-1807,Corporate,North America,USA,Electronics,Accessories,Accessories Model 710,474.79,665.9,1,0.0
TXN-869782DB,2022-06-01,CUST-3511,Consumer,Europe,Italy,Clothing,Shoes,Shoes Model 998,497.48,743.14,2,0.0
TXN-C204C662,2023-10-26,CUST-3070,Corporate,Latin America,Argentina,Clothing,Kids,Kids Model 822,90.47,112.71,9,0.0
TXN-788DC0CF,2023-06-20,CUST-2227,Home Office,North America,Canada,Clothing,Kids,Kids Model 642,63.27,74.0,4,0.1
TXN-02A0E59B,2023-01-09,CUST-2329,Home Office,Europe,UK,Office Supplies,Paper,Paper Model 487,497.92,662.22,5,0.15
TXN-354AAE84,2022-01-04,CUST-1891,Consumer,Asia Pacific,Australia,Clothing,Women,Women Model 354,396.94,458.5,7,0.0
TXN-A069B006,2022-10-31,CUST-1979,Corporate,Asia Pacific,Japan,Clothing,Men,Men Model 749,255.69,293.04,3,0.2
TXN-9B4FFC9F,2022-12-08,CUST-2791,Consumer,Latin America,Chile,Clothing,Men,Men Model 688,115.94,131.0,7,0.05
TXN-1DB4381E,2022-07-26,CUST-3282,Consumer,Asia Pacific,Australia,Furniture,Bookcases,Bookcases Model 120,417.55,597.27,9,0.2
TXN-A7F17556,2022-11-02,CUST-3601,Corporate,Europe,UK,Clothing,Kids,Kids Model 666,299.56,387.4,1,0.2
TXN-FC1F4FE4,2022-01-01,CUST-1467,Consumer,Latin America,Chile,Clothing,Men,Men Model 931,495.0,657.35,7,0.0
TXN-2B447878,2023-04-10,CUST-1825,Corporate,Europe,France,Office Supplies,Art,Art Model 248,89.42,123.87,3,0.2
TXN-7489B03A,2023-08-16,CUST-3355,Consumer,Latin America,Brazil,Clothing,Women,Women Model 565,497.61,582.29,2,0.1
TXN-C852FE7B,2022-02-12,CUST-3927,Consumer,North America,Canada,Furniture,Furnishings,Furnishings Model 827,238.51,276.45,5,0.0
TXN-74CB3B8E,2023-08-26,CUST-3149,Consumer,Europe,Spain,Furniture,Chairs,Chairs Model 903,321.58,372.97,10,0.0
TXN-634C2546,2022-06-22,CUST-1072,Consumer,North America,USA,Electronics,Tablets,Tablets Model 366,72.46,88.07,10,0.0
TXN-5B4FC6DF,2023-02-27,CUST-4039,Corporate,Latin America,Chile,Office Supplies,Art,Art Model 610,433.98,$568.98,10,0.15
TXN-6D44B91B,2022-01-15,CUST-2833,Consumer,Latin America,Chile,Clothing,Shoes,Shoes Model 545,169.99,195.84,6,0.1
TXN-8319918B,2023-01-18,CUST-3083,Home Office,North America,USA,Office Supplies,Binders,Binders Model 934,217.72,250.61,3,0.0
TXN-5D175E8B,2023-11-07,CUST-4046,Home Office,Europe,UK,Office Supplies,Binders,Binders Model 794,316.67,395.67,4,0.0
TXN-0CF1E5B6,2023-10-06,CUST-2043,Consumer,Europe,Germany,Office Supplies,Art,Art Model 428,341.6,395.97,9,0.05
TXN-3BEFDA70,2022-03-25,CUST-3623,Consumer,Asia Pacific,China,Office Supplies,Binders,Binders Model 689,360.16,538.21,5,0.15
TXN-94C952DD,2023-04-20,CUST-1477,Corporate,Asia Pacific,Australia,Electronics,Accessories,Accessories Model 232,391.98,478.15,8,0.1
TXN-360FBBC1,2023-03-29,CUST-2791,Consumer,North America,Mexico,Furniture,Chairs,Chairs Model 530,64.03,73.03,8,0.15
TXN-7EE9050E,2023-04-08,CUST-3342,Consumer,Asia Pacific,India,Furniture,Furnishings,Furnishings Model 105,161.95,201.91,3,0.2
TXN-5F235A7E,2022-07-29,CUST-4990,Consumer,Latin America,Brazil,Electronics,Laptops,Laptops Model 270,30.83,39.25,10,0.0
TXN-E04413C2,2022-12-17,CUST-2545,Corporate,Europe,Italy,Electronics,Accessories,Accessories Model 642,476.95,547.12,1,0.1
TXN-CAF00C43,2023-09-22,CUST-4688,Home Office,Asia Pacific,Japan,Office Supplies,Paper,Paper Model 943,428.33,557.51,7,0.1
TXN-F4C45B19,2023-01-24,CUST-1410,Consumer,Latin America,Argentina,Clothing,Shoes,Shoes Model 866,323.82,472.46,10,0.0
TXN-63F1B5B9,2022-11-02,CUST-1640,Corporate,Latin America,Chile,Office Supplies,Binders,Binders Model 228,319.47,455.1,4,0.05
TXN-645DB6AE,2023-09-29,CUST-1989,Consumer,Asia Pacific,China,Electronics,Laptops,Laptops Model 705,392.08,$490.59,4,0.1
TXN-F63DAABE,2022-07-09,CUST-2417,Corporate,Europe,France,Clothing,Shoes,Shoes Model 990,351.62,420.4,4,0.1
TXN-4D112783,2022-07-11,CUST-1083,Consumer,North America,USA,Electronics,Laptops,Laptops Model 852,94.73,105.42,3,0.05
TXN-20052F76,2023-03-18,CUST-1886,Corporate,Asia Pacific,China,Furniture,Bookcases,Bookcases Model 200,483.42,573.05,10,0.0
TXN-5F276BCD,2022-12-17,CUST-4191,Corporate,Europe,France,Electronics,Laptops,Laptops Model 879,454.32,590.81,3,0.15
TXN-D5050ADC,2023-05-31,CUST-2343,Consumer,Asia Pacific,China,Clothing,Men,Men Model 728,388.61,528.15,3,0.1
TXN-075C4717,2023-11-07,CUST-3476,Corporate,Asia Pacific,Japan,Office Supplies,Envelopes,Envelopes Model 605,342.54,500.04,1,0.0
TXN-E8255E22,2023-11-03,CUST-4809,Consumer,Asia Pacific,China,Clothing,Shoes,Shoes Model 896,22.67,33.3,6,0.15
TXN-6F019D0F,2023-07-20,CUST-1090,Consumer,Europe,Italy,Electronics,Accessories,Accessories Model 937,287.48,406.87,9,0.0
TXN-D8E35D9D,2023-04-15,CUST-3816,Home Office,North America,Mexico,Clothing,Shoes,Shoes Model 439,448.1,645.68,4,0.1
TXN-C49E613B,2023-12-13,CUST-4075,Home Office,North America,Mexico,Clothing,Shoes,Shoes Model 105,419.6,604.6,2,0.0
TXN-3DDA081F,2023-09-30,CUST-4003,Corporate,Europe,UK,Electronics,Accessories,Accessories Model 166,33.28,45.6,5,0.1
TXN-D517057F,2022-09-27,CUST-4830,Corporate,Latin America,Brazil,Furniture,Furnishings,Furnishings Model 206,18.21,21.15,8,0.0
TXN-1CB3FCCC,2022-09-26,CUST-2412,Corporate,Latin America,Argentina,Furniture,Tables,Tables Model 991,188.65,222.23,3,0.15
TXN-BB14698E,2022-09-14,CUST-3955,Home Office,North America,Canada,Furniture,Chairs,Chairs Model 947,184.87,256.96,4,0.1
TXN-08E77090,2023-10-19,CUST-2724,Consumer,Latin America,Chile,Electronics,Laptops,Laptops Model 459,50.02,65.06,5,0.0
TXN-7497C930,2023-10-15,CUST-1874,Consumer,Latin America,Chile,Electronics,Tablets,Tablets Model 967,273.48,332.1,9,0.2
TXN-EB8B4ECD,2023-11-18,CUST-2373,Consumer,Latin America,Argentina,Furniture,Tables,Tables Model 744,310.32,378.41,7,0.0
TXN-FFD1AB20,2022-04-19,CUST-2729,Corporate,North America,USA,Furniture,Furnishings,Furnishings Model 125,250.82,277.3,2,0.05
TXN-63F5F8F8,2022-08-06,CUST-3782,Corporate,Europe,Spain,Clothing,Kids,Kids Model 653,416.96,490.07,10,0.1
TXN-0FD2A016,2022-04-23,CUST-3032,Consumer,Asia Pacific,China,Office Supplies,Paper,Paper Model 749,307.81,400.6,6,0.05
TXN-AC30A2C4,2022-12-06,CUST-3368,Corporate,Latin America,Chile,Office Supplies,Art,Art Model 361,280.94,418.33,6,0.1
TXN-41F3DD41,2023-11-29,CUST-2719,Consumer,North America,USA,Office Supplies,Art,Art Model 279,176.08,216.42,9,0.0
TXN-25D94133,2023-11-26,CUST-1742,Home Office,Europe,Spain,Office Supplies,Art,Art Model 697,391.05,457.93,3,0.2
TXN-9A8A3F0D,2022-11-10,CUST-3149,Consumer,Latin America,Brazil,Clothing,Women,Women Model 216,228.24,254.96,10,0.2
TXN-FBAC6767,2022-05-09,CUST-4993,Consumer,Latin America,Argentina,Electronics,Smartphones,Smartphones Model 461,319.11,476.75,7,0.2
TXN-C1590326,2023-01-03,CUST-2003,Consumer,North America,Mexico,Office Supplies,Envelopes,Envelopes Model 825,,182.22,7,0.15
TXN-71821F07,2022-11-28,CUST-2568,Consumer,Asia Pacific,Japan,Electronics,Smartphones,Smartphones Model 876,218.58,302.37,5,0.2
TXN-F85A22FC,2023-12-19,CUST-4790,Home Office,Asia Pacific,Japan,Electronics,Smartphones,Smartphones Model 303,32.54,46.51,4,0.15
TXN-45E16AE6,2022-11-12,CUST-4474,Consumer,Latin America,Argentina,Furniture,Bookcases,Bookcases Model 784,171.06,197.57,4,0.2
TXN-E237392A,2023-06-20,CUST-1711,Corporate,North America,Mexico,Furniture,Furnishings,Furnishings Model 711,41.23,59.65,9,0.0
TXN-06B21943,2023-01-12,CUST-4377,Consumer,Asia Pacific,Japan,Office Supplies,Art,Art Model 221,446.19,505.56,7,0.1
TXN-623E6749,2023-01-12,CUST-1939,Home Office,Asia Pacific,India,Furniture,Bookcases,Bookcases Model 168,388.42,432.68,4,0.1
TXN-88500384,2023-04-27,CUST-4815,Consumer,Europe,Germany,Clothing,Shoes,Shoes Model 230,406.25,567.45,10,0.1
TXN-0D34C10D,2022-02-07,CUST-2105,Home Office,Asia Pacific,China,Office Supplies,Binders,Binders Model 300,41.3,53.09,2,0.05
TXN-C121C4E6,2022-03-10,CUST-3404,Corporate,North America,Mexico,Office Supplies,Paper,Paper Model 857,91.75,134.13,5,0.0
TXN-9F084E81,2023-11-15,CUST-3566,Consumer,North America,Mexico,Furniture,Bookcases,Bookcases Model 258,67.18,91.93,1,0.0
TXN-98E09C62,2022-11-15,CUST-3816,Home Office,Latin America,Chile,Clothing,Men,Men Model 454,442.53,537.31,1,0.1
TXN-CAF332C0,2023-09-04,CUST-1573,Consumer,Europe,UK,Furniture,Chairs,Chairs Model 356,160.02,233.85,3,0.15
TXN-C8BF8EB2,2022-11-06,CUST-4932,Consumer,Asia Pacific,China,Electronics,Smartphones,Smartphones Model 837,358.76,423.58,9,0.1
TXN-44E87923,2022-12-07,CUST-2367,Corporate,Europe,Spain,Clothing,Men,Men Model 302,160.73,183.54,7,0.0
TXN-20181DE1,2023-04-24,CUST-2214,Home Office,Europe,Italy,Office Supplies,Envelopes,Envelopes Model 749,234.29,347.96,3,0.1
TXN-BA2075D4,2022-12-26,CUST-4383,Consumer,Latin America,Argentina,Office Supplies,Art,Art Model 843,458.85,648.73,9,0.2
TXN-73A05BC5,2023-03-22,CUST-2535,Corporate,Latin America,Brazil,Office Supplies,Art,Art Model 468,191.28,264.51,2,0.2
TXN-8C20EF27,2023-05-04,CUST-4796,Consumer,Asia Pacific,China,Office Supplies,Art,Art Model 958,270.57,359.8,8,0.0
TXN-DB748947,2023-09-15,CUST-3314,Home Office,North America,USA,Furniture,Bookcases,Bookcases Model 922,157.91,182.54,6,0.0
TXN-9EA62078,2022-09-14,CUST-1043,Consumer,North America,USA,Electronics,Laptops,Laptops Model 950,433.86,507.56,5,0.15
TXN-E6891FE2,2022-01-15,CUST-3555,Corporate,North America,USA,Electronics,Smartphones,Smartphones Model 252,430.8,561.33,7,0.2
TXN-CAB7E15A,2023-06-04,CUST-3787,Home Office,Europe,UK,Clothing,Women,Women Model 888,428.21,583.32,2,0.1
TXN-F461B22F,2022-09-07,CUST-2730,Corporate,Latin America,Argentina,Furniture,Bookcases,Bookcases Model 180,382.63,425.12,4,0.2
TXN-F74AB3C0,2023-03-03,CUST-1836,Consumer,Europe,France,Electronics,Accessories,Accessories Model 882,457.82,513.81,6,0.15
TXN-79A3232E,2022-11-06,CUST-2048,Home Office,Latin America,Argentina,Office Supplies,Art,Art Model 533,26.73,29.61,7,0.0
TXN-202FA98E,2022-10-05,CUST-1341,Consumer,Europe,Germany,Clothing,Men,Men Model 603,379.0,422.4,6,0.15
TXN-88C441B7,2022-08-31,CUST-1345,Corporate,Europe,Italy,Electronics,Smartphones,Smartphones Model 641,369.83,525.87,9,0.05
TXN-177B240E,2023-03-07,CUST-3740,Consumer,Europe,Spain,Electronics,Accessories,Accessories Model 179,453.74,499.15,9,0.15
TXN-381BE044,2022-02-10,CUST-3806,Corporate,Asia Pacific,Australia,Office Supplies,Art,Art Model 980,10.58,11.68,4,0.15
TXN-7295EC04,2022-09-04,CUST-2634,Corporate,North America,Mexico,Clothing,Women,Women Model 967,427.23,520.36,5,0.0
TXN-A2A5088F,2023-09-21,CUST-1914,Consumer,Europe,UK,Office Supplies,Envelopes,Envelopes Model 955,348.23,512.14,10,0.0
